Tukituki
6778.5
6849.75
6498.833333
6163.916667
6538.416667
6059.541667
5821.291667
6480.125
7199.125
6007.666667
5572.041667
5291.416667
5034.625
4849.875
4685.208333
4560
4448.458333
4397.125
8431.125
7359.208333
5890.625
5771.75
15767.20833
9125.916667
7240.875
6431.583333
6013.458333
5816.666667
6259.166667
8701.791667
8848.458333
10095.45833
23488.25
34006.79167
22862.29167
17297.25
14130.91667
12112.83333
10242.5
8984.5
8239
7985.041667
8737.375
7250.125
6451.875
6575.833333
13129.70833
48609.70833
74087.08333
50342.20833
34396
69882.95833
45415.29167
31777.16667
25091.66667
22517.875
20177.83333
37366.08333
70074.5
65932.54167
42070.20833
31279.45833
25198.125
21414.79167
18739.45833
16697.125
15098.29167
14045.625
13867.20833
12935.08333
11470.54167
10407.95833
9742.541667
9228.458333
8738.75
8632.458333
8129
7697.916667
7309.333333
7068.708333
6833.708333
6530.833333
6383.625
6171.083333
6009.791667
5837.541667
6005.333333
8197.041667
8006.333333
7090.625
17095.66667
34176.66667
39721.125
25509.66667
19255.95833
15704.66667
13297.54167
11739.91667
11068.29167
9856.791667
9135.125
8350.291667
8619.541667
8972.75
16948.33333
11710.45833
9843.541667
20218.54167
32592.95833
21428.41667
21196.58333
19255.5
17097.66667
17818.75
14832.79167
12560.83333
11470
10380.625
9203.75
8542.916667
7541.583333
6893.166667
6563.208333
6016
5765.625
6165.083333
5790.083333
5329.291667
5014.208333
4799.458333
4572.541667
4399.333333
4272.416667
4844.875
7620.666667
7027.916667
9663.166667
7650.291667
7894.791667
8102.375
6768.458333
5964.291667
5384.583333
4891.166667
4510.583333
4191.041667
4128.666667
3555.25
3370.875
3226.666667
3358.541667
5146.583333
5372.125
4599.833333
3928.083333
4670.666667
4392.458333
3907.5
3989.583333
3719.666667
3242
3076.166667
9433.458333
20405.58333
45606.04167
22843.83333
24638.45833
16544.54167
12354.91667
11028.91667
23206.41667
16838.79167
14246
17413.20833
22878.625
18405.79167
